user,text_review,sentiment_review,sentiment_score,rate,time_visit,language,platform
Daniel Delacour,Very good poke with generous portions and fresh ingredients. Free rice and salad refill.,POSITIVE,0.9998326301574707,5,2021-02-10 11:53,en,google_map
Vinh Tho Vu,"Ngon, tốt cho sức khỏe, giá hơi cao, diện tích hơi nhỏ",POSITIVE,0.9992734789848328,5,2019-04-10 11:54,vi,google_map
Chloe Keleny,Really really really great poke! Such fresh and good ingredients. Also a great place to sit and really good service. Definitely check this place out :),POSITIVE,0.9998792409896851,5,2023-04-05 11:54,en,google_map
John Nguyen,"Đồ ăn ngon, giá tốt, quán đẹp",POSITIVE,0.9998770952224731,5,2022-12-14 11:54,vi,google_map
Cừu,"nhân viên siuu thân thiện, nhiệt tình luôn nhen XD",POSITIVE,0.999783456325531,5,2023-10-18 11:54,vi,google_map
Dung Pham Anh,"Đồ ăn hơi mắc, 150k 1 phần basic",NEGATIVE,0.9829736948013306,4,2019-04-10 11:54,vi,google_map
S L,"Very good; Healthy, fresh fish; Similar to what we had in Hawaii but cheaper …",POSITIVE,0.9998495578765869,5,2023-05-03 11:54,en,google_map
Kyle Klein-Stephenson,Definitely worth a stop. Poke is very good and their press juices are so good.,POSITIVE,0.9998607635498047,5,2023-07-26 11:54,en,google_map
namidafog,"Delicious light meal, you can choose what you want here. By the way, you need to find the store first before you eat XD",POSITIVE,0.9997425675392151,4,2020-03-11 11:54,en,google_map
Giang Duong,"vừa miệng; ; gương trang trí trên tường không đẹp, mở cửa bước vào không thiện cảm, nhưng ngồi ở khu vực phía trên quay lưng lại thì ok!",POSITIVE,0.9969283938407898,5,2023-05-03 11:54,vi,google_map
Camille Gravier,"Amazing place! the food was delicious, super healthy, the place really peaceful and nice, hidden but great!! I will come back for sure. The service is really cute too. A bit expensive (150k) but the bowl was quite big so it made me 2 meals. Don't hesitate at all!",POSITIVE,0.9997140765190125,5,2021-02-10 11:54,en,google_map
Thanh Thủy Đỗ,My favorite poke resto in 3 years but not anymore!!; ; The food tastes very good but they often run out some sorts of topping/protein …,NEGATIVE,0.9954374432563782,4,2022-12-14 11:54,en,google_map
Ruben A.,Best bowl I had ever!!; ; It was a little cold inside. I would suggest to use less airconditioning. This is more comfortable and uses less energy.,NEGATIVE,0.9933690428733826,5,2023-10-18 11:54,en,google_map
imavircy,"đồ ăn ngon, phục vụ ổn",POSITIVE,0.999866247177124,5,2023-10-18 11:54,vi,google_map
man -w- life,Quán chi nhánh lý tự trọng. Nằm trên lầu 1 của chung cư. Không gian không quá rộng. Vệ sinh sạch sẽ. Đồ ăn ngon. Giá thuộc tầm trung và cao,POSITIVE,0.9994847774505615,5,2022-12-14 11:54,vi,google_map
Vo Trong Nghia,"đồ ăn ngon, không gian ấm cúng, nhân viên thân thiện",POSITIVE,0.9998816251754761,5,2023-05-31 11:54,vi,google_map
Matilda Wood,"Been here many times since 2019 and it's always nice. The staff is lovely, especially Vy. The brown rice here is another new level of brown rice here.",POSITIVE,0.9998334646224976,5,2022-12-14 11:54,en,google_map
bambu 215,"I tried the food here at Poke Saigon today and it was a wonderful experience!. The food was delicious with so many textures and flavors,it tasted amazing and the decorations were very well done.i spoke to a member of staff and she was extremely helpful and nice. 10/10 will be coming back soon!.great food guys!",POSITIVE,0.9998753070831299,5,2022-12-14 11:54,en,google_map
Phuong Ha,"Mình vừa ăn lần đầu hôm qua thôi mà đã siêu thích đồ ăn, không gian và cách phục vụ ở đây luôn. Cá hồi rất tươi, topping cũng rất ngon nữa, bọn mình còn được refill cơm và rau thêm nên 2 đứa kêu 1 phần mà ăn xong no lắm. Quán để lại ấn tượng siêu tốt cho mình và cả bạn mình nữa ",POSITIVE,0.9995867609977722,5,2022-12-14 11:54,vi,google_map
Levi Doan,Amazing fresh bowl - had the one with salmon! Also cool to chill or work in a quiet environment. Keep it up!,POSITIVE,0.9997597336769104,5,2019-04-10 11:54,en,google_map
Minh Ngọc,"Quán decor xinh, đồ ăn ngon, giá hơi cao nhưng bù lại chất lượng, dàn staff phục vụ khác nice. Sẽ quay lại …",POSITIVE,0.999601423740387,5,2022-12-14 11:54,vi,google_map
Ares Leo,"Không gian quán đẹp, đồ ăn ngon, nhiều loại base và topping để lựa, ăn no, vì đồ chọn xong trộn nên nhanh, nhóm mình ăn xong vừa kịp giờ xem phim.",POSITIVE,0.9984045624732971,5,2022-12-14 11:54,vi,google_map
Chuong Nguyen Minh,"Các thành phần tươi ngon, hấp dẫn và vừa vị.",POSITIVE,0.9998812675476074,4,2020-03-11 11:54,vi,google_map
Celine Fechter,"Ordered there everyday for a week straight, I love that there‘s a healthy alternative in HCMC!",POSITIVE,0.9994982481002808,5,2023-05-31 11:54,en,google_map
Lorky Lor,"It's on the 2nd floor. Go through the bikes parked at the front and take a flight of stairs at the end.; The sides are unlimited, you can ask for as much as the bowl can hold!",NEGATIVE,0.848000705242157,5,2020-03-11 11:55,en,google_map
Phương Nguyên Nguyễn Đoàn,ăn rất ngon và no ạ,POSITIVE,0.9998818635940552,5,2023-05-03 11:55,vi,google_map
David Gilmour,"Amazing poke! And awesome service. Loved everything, we needed a delicious healthy quick dinner and this place was perfect for that.",POSITIVE,0.999883770942688,5,2023-04-05 11:55,en,google_map
Ruben Martinez,"Incredibly good and healthy food, fabulous hidden and quiet location and Tê Tê craft beer on draft. Don't miss it!",POSITIVE,0.9998468160629272,5,2019-04-10 11:55,en,google_map
Ngân hà Nghiêm,Đồ ăn rất ngon và tươi. 10 điểmmmm,POSITIVE,0.9998875856399536,5,2023-06-28 11:55,vi,google_map
Atty Altenburg,Best pokebwol ever! Good price for a lot of food. The girls working there are so kind!,POSITIVE,0.9997254014015198,5,2021-02-10 11:55,en,google_map
Khanh Do,Good quality poke. Staff is friendly and hospitable. They do care about customer experience. Always happy when coming here.,POSITIVE,0.9998483657836914,5,2023-05-03 11:55,en,google_map
Aisling Geaney,"Delicious, fresh food! So many choices to make your own poké and decent portion sizes. The staff were really friendly and happy to talk us through the various options and ingredients. They even came to check we were happy with our food and …",POSITIVE,0.9998779296875,5,2021-02-10 11:55,en,google_map
Ren Ying Yi,"Tasty food and friendly clerk with good vibe decoration,excellent",POSITIVE,0.9998745918273926,5,2021-02-10 11:55,en,google_map
James Green,"Really nice place for a poke bowl in saigon. super fresh ingredients. Great staff too, especially Vy, she was super helpful and very polite. Will definitely be back",POSITIVE,0.9997406601905823,5,2022-12-14 11:55,en,google_map
Nguyen Lan Anh-Annalise,I’ve been to Poke D1 twice and both times were amazing. They provide friendly service with fresh meals here. The place itself is cute too. Highly recommend,POSITIVE,0.9998582601547241,5,2022-12-14 11:55,en,google_map
CHUAN YE,hard to find but it worth to get it because it  is so delicious and health,POSITIVE,0.9996553659439087,5,2019-04-10 11:55,en,google_map
Hde214,Friendly and helpful staff. Absolutely delicious poke! A must if you’re craving something fresh!,POSITIVE,0.9998670816421509,5,2023-04-05 11:55,en,google_map
Luka Ruklic,"The place is a bit hard to find, but the premises are quiet and lovely decorated. The staff is English-speaking, very friendly and will help you create your own bowl with rice or salad base, various sea food and toppings. The price is a bit …",POSITIVE,0.9998069405555725,5,2020-03-11 11:55,en,google_map
mai tran,"Từng là khách hàng mua nhiều lần của quán. Nhưng càng ngày càng tệ giá mắc hơn so với các quán khác nhưng không đạt yêu cầu, đồ ăn ít sẽ không bao giờ quay lại",NEGATIVE,0.9996249675750732,2,2022-12-14 11:55,vi,google_map
Thanh Tung Truong,Food is good but i myself consider price is above average,POSITIVE,0.998412013053894,4,2019-04-10 11:55,en,google_map
Minh Ngoc Nguyen,"Ăn ngon nha, tuy giá hơi chát tí",NEGATIVE,0.8995742201805115,5,2022-12-14 11:55,vi,google_map
Tom Novak,Perfect restaurant. The food was great and the stuff even more,POSITIVE,0.9998784065246582,5,2021-02-10 11:55,en,google_map
Co Ho,Delicious pokebowls at a reasonable price. Lot of options for your bowl as well.,POSITIVE,0.9997641444206238,5,2020-03-11 11:55,en,google_map
Saigon Wanderlust,"We were impressive with this concept in another building and wanted to discover the second one. The food was still delicious as if we could eat everyday. The staffs speak English perfectly and are really polite. 150k for one bowl with everything you can choose, fresh and healthy!",POSITIVE,0.9998663663864136,5,2020-03-11 11:55,en,google_map
Beth Sands,Delicious poké bowls and super friendly service  …,POSITIVE,0.9998137354850769,5,2020-03-11 11:55,en,google_map
Theresa Batbold,Delicious and options are plentiful.,POSITIVE,0.9991177916526794,5,2023-05-03 11:55,en,google_map
Nguyen Sai,Gắn thêm máy lạnh nha. Nóng quá.,POSITIVE,0.9977880716323853,5,2023-11-09 11:56,vi,google_map
Phương Vy,"This hidden restaurant just blow up my mind tbh. From the tropical vibe to lovely staff, not mention the poke bowl fill up with fresh colorful ingredients! Full energy for whole day long !!!",POSITIVE,0.9861635565757751,5,2022-12-14 11:56,en,google_map
ngọc trường nguyễn,"Món ăn ngon, có cả nước ép. Giá cả phải chăng. Không gian của quán rộng, sáng. Có duy nhất 1 điều mình đã mong cải thiện đó là cách thức gọi món. Cách hiện tại rất chậm và ảnh hưởng hơn khi đông khách, chổ chọn món cũng ngày sát cửa. Có thể quán sẽ chuyển sang hình thức order qua thiết bị thông minh.",POSITIVE,0.9754961133003235,4,2022-12-14 11:56,vi,google_map
Giang Lê,"Hôm nay mình ăn thử Poke thì nhân viên ở đây hỗ trợ rất nhiệt tình luôn ạ, mọi người ai cũng vui vẻ, dễ thương ấy ạ. Còn về đồ ăn thì khá chất lượng, rất ngon luôn ạ.",POSITIVE,0.9998911619186401,5,2022-12-14 11:56,vi,google_map
Vianney Duburque,"The dish there are very nice and fresh. The choice is good, you can choose pre made bowl or make your own. Staff is quite nice. However the price for one bowl is a bit expensive. You can make it a weekly special meal",POSITIVE,0.9985609650611877,4,2021-02-10 11:56,en,google_map
Uyen Nguyen,"Nhân viên nhiệt tình lắm lun, chất lượng đồ ăn ngon không bị nhạt. Chắc chắn sẽ quay lại và gắn bó lâu dài với Poke.",POSITIVE,0.9994263648986816,5,2022-12-14 11:56,vi,google_map
Justin Hill,"I had never had poke bowls before coming here... It was so good. So fresh, ample size. I asked for heaps of toppings and they just loaded if up. Shrimp was a highlight of my bowl. If I was her in Saigon longer I'd be back to eat again :D",POSITIVE,0.9986779093742371,5,2020-03-11 11:56,en,google_map
Nat Lee,"Had lunch here and it was very good. A lot of different ingredients to chose from, rice, salad or mix of both as base, salmon and tuna, natural or spicy, shrimps, octopus, etc. and a variety of different dressings. …",POSITIVE,0.9998419284820557,4,2020-03-11 11:56,en,google_map
Hương Thủy Trần Ngô,"Service, space and overall experience is worth the price.; Serving size is a bit much for me though, but the fish and shrimps are fresh and juicy. …",POSITIVE,0.9998202919960022,5,2022-01-12 11:56,en,google_map
Amanda Sim,Great poke option in Ho Chi minh. Unlimited choices for topping. Will come back again,POSITIVE,0.983744204044342,5,2023-05-31 11:56,en,google_map
Quanh Quanh,"Fresh, delicious, acceptable price due to the central location.",POSITIVE,0.9998818635940552,4,2021-02-10 11:56,en,google_map
lan anh le,"Cảm ơn Poke Sài gòn nhé. Tối thứ Bảy thật tuyệt vời với không gian quán sạch sẽ, lịch sự. Food and Drinks so good.; Thanks all",POSITIVE,0.999882698059082,5,2022-12-14 11:56,vi,google_map
Uyên Uông,"Quán đông, nhân viên rất nhiệt tình, đồ ăn tự chọn như buffet (cơm+salad+topping cá hồi, ngừ, bạch tuộc,....) rất ngon. Mình sẽ quay lại ^^",POSITIVE,0.9996975660324097,5,2022-12-14 11:57,vi,google_map
Than Nguyen,The place is a bit hard to find (go up through the parking garage) but the food is very good! You are free to customize your pokebowl any way you want and there are many options available. If you're unsure about what to get the staff is very helpful and willing to make some recommendations. Enjoyable place all in all.,POSITIVE,0.9998257756233215,5,2020-03-11 11:57,en,google_map
Doris Lê,Rất ngon và không bị ngán. Rất tốt cho sức khoẻ. Đồ ăn tươi vị ngon. Chắc chắn sẽ quay lại  …,POSITIVE,0.9998743534088135,5,2022-12-14 11:57,vi,google_map
Lukas,"Unbelievable good bowl, was better than in Hawaii! And a lot cheaper ;)",POSITIVE,0.9982873797416687,5,2020-03-11 11:57,en,google_map
Patricia Schnepper Gans,"Delicious! The entrance of the building is a little suspicious, but head to the 1st floor and you'll find a great place for a delicious meal.",POSITIVE,0.9998103976249695,5,2023-10-18 11:57,en,google_map
Trần Thảo Nguyên,"Ngon quá trời lun, giá cả hợp lí, đồ ăn chất lượng, với cả không gian quán siêu thoáng siêu sáng sủa …",POSITIVE,0.9998332262039185,5,2022-12-14 11:57,vi,google_map
Princess Coconut,"All looks great and health . Low carb diet, I love this place .  Just it’s not easy to find the place in Saigon",POSITIVE,0.9980712532997131,4,2023-04-05 11:57,en,google_map
Minh Pham,"Đồ ăn rất ngon , sạch sẽ . Nhân viên phục vụ cực kỳ vui vẻ vừa cái bụng mình",POSITIVE,0.9998749494552612,5,2022-12-14 11:57,vi,google_map
Gemma Crowley,"The best place to eat in Ho Chi Minh! Amazing fresh, tasty, nutritious food served with a warm welcoming smile. Couldn't recommend this place more.  …",POSITIVE,0.9998502731323242,5,2022-12-14 11:58,en,google_map
Ko Ivy,Wonderful eating experience  …,POSITIVE,0.9998816251754761,5,2023-05-31 11:58,en,google_map
Tamdu Yiu,Ngon nhứt nách ！,POSITIVE,0.9998539686203003,5,2023-10-18 11:58,vi,google_map
Simon Wood,"A lunch stalwart during my time in Saigon. Consistently delicious, with generous portions and friendly staff. Prices are a little high compared to other restaurants of the same type, but to be fair, it is the best quality compared to tbose other restaurants too.",POSITIVE,0.9998015761375427,5,2022-01-12 11:58,en,google_map
Ngan Le,Love this place! They has super healthy food and passionate staff.,POSITIVE,0.9998883008956909,5,2019-04-10 11:58,en,google_map
Lê Trần Xuân Thanh,"Đồ ăn ngon lắm luôn! mình thích nhất là có option cho người không ăn dc cá sống  mình thường ăn shrimp mix với spicy mayo. Topping thì cái nào cũng ngon, mà mình thích nhất là quail egg, mango với mushroom á nhân viên cũng nhiệt tình, thân thiện nữa. Rất là hài lòng luôn! Highly recommend",POSITIVE,0.9998303651809692,5,2021-02-10 11:58,vi,google_map
Mark Brown,"Fantastic salads! ""Poke"" is Hawaiian for raw fish (salmon and tuna), but that's not the point of the Poke restaurant. They take a bowl, fill it with rice or lettuce and other fresh chopped vegetables, then top it with cold fish or tofu. …",NEGATIVE,0.7824302911758423,5,2022-12-14 11:58,en,google_map
Chi Nguyen,Delicious and healthy food; Friendly staffs and cool atmosphere; Nice experience to me,POSITIVE,0.9998847246170044,5,2023-05-31 11:58,en,google_map
dung phạm,"Đồ ăn dơ dáy, ruồi nhặng, kém vệ sinh, nhân viên mất dạy tệ nói năng hỗn xược với khách hàng, làm đồ ăn lâu chờ 1 tiếng mới tới lượt.",NEGATIVE,0.9993322491645813,1,2022-12-14 11:59,vi,google_map
Hưng Trần,"Không gian thoáng, món ăn ngon",POSITIVE,0.999886155128479,5,2022-12-14 11:59,vi,google_map
Lê Trâm,Rất ngon,POSITIVE,0.999880313873291,5,2023-11-09 11:59,vi,google_map
Claire Menzel Hill,"Simply delicious meal! The staff were very friendly and spoke English very well. They were happy to explain and give recommendations based on my preferences. It's more than enough food, and only AUD$9. The food is fresh, colourful and tastes amazing. Air con, WiFi, cute couches and benches,  what more could you want?",POSITIVE,0.9998403787612915,5,2020-03-11 11:59,en,google_map
Maria Ach,A bit confusing to find buuut the food is so tasty n fresh n the service is excellent,POSITIVE,0.9993941783905029,5,2023-05-31 11:59,en,google_map
Adi Nissim,Great place. Great and fresh food. The staff are super nice and speak great English.,POSITIVE,0.999886155128479,5,2020-03-11 11:59,en,google_map
Tung Pham Minh,"Quán khó tìm. Giá không rẻ. Không sử dụng dịch vụ, vào 5 phút ra mất phí gửi xe 10k",NEGATIVE,0.9918741583824158,3,2022-12-14 11:59,vi,google_map
Michelle Tu Vu,Nice salad and tasty,POSITIVE,0.9998533725738525,5,2023-10-18 11:59,en,google_map
Carlos De Ory,6$ fantastic food. Delicious.,POSITIVE,0.999882698059082,5,2019-04-10 11:59,en,google_map
Ngoc Pham,"I got recommended by a friend and tried it for the first time. The food was amazing, so were the staff - super helpful.; Highly recommend!",POSITIVE,0.9998428821563721,5,2022-12-14 11:59,en,google_map
Trần Duyên,"Đồ ăn rất ngon, trải nghiệm vô cùng xứng đáng tại đây, mình rất thích quán này.",POSITIVE,0.999886155128479,5,2022-12-14 11:59,vi,google_map
Lara Hanna,Our first time trying poke and it was delicious! The ingredients are so fresh and the staff is super friendly. Great English too! The smoothie bowl is also yummy!,POSITIVE,0.9998464584350586,5,2020-03-11 11:59,en,google_map
Jennifer Ng,"A friend and I were in town having an experience.  Though familiar with consuming this style of food for maintaining the body, it was pleasant to happen upon the Poke Bowl concept.  The staff were friendly, efficient, and ever patient as we …",POSITIVE,0.9996752738952637,5,2021-02-10 11:59,en,google_map
Alex Hayden,Best Poke I’ve had since I’ve left NZ! Fresh ingredients and friendly staff and great ambiance. Will be back soon :),POSITIVE,0.9997053742408752,5,2022-12-14 11:59,en,google_map
Văn Nguyễn,Đồ ăn ngon trải nghiệm thú vị,POSITIVE,0.9998854398727417,5,2023-07-26 11:59,vi,google_map
Gabriel Babin,Fresh ingredients and nice ambiance,POSITIVE,0.9998815059661865,5,2023-04-05 11:59,en,google_map
Thuy Tu,Đồ ăn ngon nhân viên tận tâm,POSITIVE,0.9998766183853149,5,2023-06-28 11:59,vi,google_map
KIAN LOTZ,Delicious poke bowls. Healthy servings too. Yvy and nghi were very helpful,POSITIVE,0.999825656414032,5,2023-05-03 11:59,en,google_map
Big Mercury,"I eat at Poke often and really like the food here because of the quality and high credit. Today I couldn’t go to the store so I ordered online and got highly disappointed.  The bowl lacked corn, sesame, pomelo, mango, pineapple, bean that …",NEGATIVE,0.9959031939506531,1,2021-02-10 11:59,en,google_map
Thien Nguyen,"ăn ngon hợp miệng giàu dinh dưỡng, sẽ ủng hộ lâu dài.",POSITIVE,0.999614953994751,5,2023-05-03 11:59,vi,google_map
Yann Chrétien,"Amazing staff, relaxing place. The concept, the quality of meals, or drinks that are suggested just WoW, really simple but so good, love it this is for the reason i went back after a friend show me the place for a lunch. Really amazing idea, quality, staff all match together for a reasonnable price. Keep going, will be back, YummY",POSITIVE,0.9998351335525513,5,2020-03-11 11:59,en,google_map
Quang Trinh,"Quán cực ngon và bổ dưỡng, nhân viên tư vấn vui vẻ hí hí",POSITIVE,0.9998753070831299,5,2023-04-05 11:59,vi,google_map
Loey's Land,"Mình đi cùng 2 đứa nữa nên 3 đứa ăn 2 tô thôi mà cũng thấy no căng bụng. Bọn mình gọi 2 set toppings mà quán recommend luôn cho đỡ suy nghĩ phải chọn toppings nào hihi. Mình cực thích món này luôn tại ăn no bụng mà còn nhiều rau nữa, tốt cho sức khoẻ! Bạn nào chưa ăn thì thử nhaaa",POSITIVE,0.983512818813324,5,2021-02-10 11:59,vi,google_map
Mandys_Adventures Caldwell,"Omg!! So delicious! And the serving size is soooo generous. Very fresh, def be back daily until I leave! The girls are all so friendly and gave me tips on places to go. 10/10 for sure!",POSITIVE,0.9998646974563599,5,2020-03-11 12:00,en,google_map
Ngân Nguyễn,ngon ^^,POSITIVE,0.8115136027336121,5,2023-05-03 12:00,tl,google_map
Nhat Phuong Huynh,"Good food, nice staff",POSITIVE,0.9998708963394165,5,2023-11-09 12:00,en,google_map
Madison Rose,"The poke bowls are amazing!! It's a little hidden gem, literally hidden on the first floor above a parking garage for motorbikes. Once find your way tjere you will not be disappointed. The ordering process couldn't be easier, it's laid out …",POSITIVE,0.999810516834259,5,2019-04-10 12:00,en,google_map
Chia Wing Keong,Pricey for a bowl of salad.,POSITIVE,0.9761792421340942,4,2023-05-31 12:00,en,google_map
Anh Nguyễn Hoàng Lan,"Lovely place with such delicious food. Green plants, colorful juice bottles, chilling music. Highly recommend",POSITIVE,0.9998904466629028,5,2022-12-14 12:00,en,google_map
Khánh Hà Võ,"Lần đầu tiên mình trải nghiệm ở chi nhánh này và sẽ không có lần thứ 2. Điểm cộng là đồ ăn rất ngon, nhưng mình cảm giác thái độ của 1 bạn nhân viên bán cho tụi mình rất cộc cằn và khó chịu. Thật sự ăn ko vô 1 chút nào :))",NEGATIVE,0.988092839717865,2,2022-12-14 12:00,vi,google_map
Paul Douglas,"Great food and many selections to choose from. The salmon was very fresh, and the wasabi Mayo had a good kick to it. Although a little hard to find, it's definitely worth the visit. Super friendly staff.",POSITIVE,0.9998273849487305,5,2020-03-11 12:00,en,google_map
Linh Võ,"phục vụ quá tệ, có vài món hết nên tụi mình chọn hơi lâu, nhân viên thái độ ra mặt",NEGATIVE,0.9996809959411621,1,2022-12-14 12:00,vi,google_map
Trường Nguyễn Ngọc,"Chất lượng tốt, giá hợp lý, không gian rộng, nhân viên nhiệt tình. Chỉ có quy trình gọi món là còn nhiều khó khăn, nhất là những lúc giờ cao điểm",POSITIVE,0.9980744123458862,4,2022-12-14 12:00,vi,google_map
Ailiva Meredith Hayley,most authentic poke in saigon!!,POSITIVE,0.9991589784622192,5,2023-11-14 12:00,en,google_map
Shan L,We have spent a very good moment at this place. The bowls are very fresh and delicious. Special thanks to Thanh the lady who served us tonight. She explained to us the menu carefully and was very nice,POSITIVE,0.9998733997344971,5,2020-03-11 12:00,en,google_map
Minh Anh Nguyen,It’s a great exeprience!!!; • Delicious and fresh meal; • Many options to choose …,POSITIVE,0.999891996383667,5,2021-02-10 12:00,en,google_map
Natha Lie,Super delicious fresh food and amazing staff!!,POSITIVE,0.9998921155929565,5,2020-03-11 12:00,en,google_map
Santana Nguyễn,"Nhân viên thân thiện, poke ăn rất vừa miệng. Quán khá xinh và không gian khá yên tĩnh. Nói chung là rất hài lòng!",POSITIVE,0.9998160004615784,5,2022-12-14 12:00,vi,google_map
Minh Phuc,Tuyệt vời chất lượng đồ ăn sạch sẽ đẹp mắt hấp dẫn giá cả hợp lý giá cả phù hợp với thị trường 🫶 …,POSITIVE,0.9998348951339722,5,2022-12-14 12:00,vi,google_map
Marie Zoé,"Beautiful little place, fresh ingredients and amazing customer service: thank you !",POSITIVE,0.9998886585235596,5,2020-03-11 12:00,en,google_map
ENGLISH ZONE,Ngon cực kìii luôn á mấy bạn ơi. Không thử là một thiếu sót lớn lắm luôn.; Đây là món ăn đến từ hawaii là sự lựa chọn đúng đắn cho bạn nào muốn eat clean hay giảm cân nha  . …,POSITIVE,0.9993999004364014,5,2021-02-10 12:00,vi,google_map
NGUYỄN ĐỖ THUÝ VY Giáo dục,Rất mê,POSITIVE,0.999452531337738,5,2023-10-18 12:00,vi,google_map
Nick Melhuish,"Truly a wonderful place with AMAZING attentive staff, delicious food and a cool environment! I will certainly be back. We’re vegans and the vegan options was perfect! Shout out to Mai Linh for making the whole experience even better :)",POSITIVE,0.9998764991760254,5,2020-03-11 12:00,en,google_map
Bích Hồng,Đồ ăn okk,POSITIVE,0.99562668800354,5,2023-10-18 12:00,vi,google_map
0136_Võ Trọng Khôi,"The ingredients and fish are fresh, the bowl are very pretty with colorful. Staff and service 10/10",POSITIVE,0.99982088804245,5,2022-12-14 12:00,en,google_map
Thu Vo,"Đồ ăn healthy và đủ màu sắc, rất đáng thử!",POSITIVE,0.9998853206634521,5,2023-05-31 12:00,vi,google_map
Duyen Cao,"Nhà hàng sạch sẽ, thoáng mát. Nhân viên nice, quầy đồ ăn đẹp và ngon. Thích trứng cút của poke",POSITIVE,0.9998756647109985,5,2022-12-14 12:00,vi,google_map
Trang Ngô,"Đồ ăn ngon, cá tươi, không gian rộng thoáng và trang trí đẹp.",POSITIVE,0.9998887777328491,5,2022-12-14 12:00,vi,google_map
Samuel Perl,Fresh and delightful bowls and a super friendly staff,POSITIVE,0.9998804330825806,5,2020-03-11 12:01,en,google_map
Tiago TVM,They don't have water and they don't accept cash!,NEGATIVE,0.9990074038505554,1,2023-04-05 12:01,en,google_map
David,Great Hawaiian style poke spot. Head through the alley and up to the first floor.,POSITIVE,0.9976438879966736,5,2019-04-10 12:01,en,google_map
Soledad Severino,"Love it. Fresh ingredients, lots of toppings, lovely staff.",POSITIVE,0.9998849630355835,5,2023-05-31 12:01,en,google_map
Dong Nguyen,Very good japanese sushi salad with quite the Poke style as everywhere else. Price is a bit higher compared with local spendings but a good match for expats who would like to get something familiar to foods in Poke elsewhere.,POSITIVE,0.9979531764984131,4,2019-04-10 12:01,en,google_map
Chi Nguyen,Nice staffs and delicious poke bowl.,POSITIVE,0.9998725652694702,5,2019-04-10 12:01,en,google_map
Pierre Vercueil,Really good Poké! Really adorable owners. Avoid midday in the week though - can get very busy with lunch crowd.,POSITIVE,0.9995062351226807,5,2022-12-14 12:01,en,google_map
vu nguyen94,"Nhân viên làm thiếu tinh thần trách nhiệm, có ông chủ ở quán thì làm siêng năng khi chủ vắng mặt thì toàn ngồi chơi , đơn hàng đến không chịu làm liền ?? Thái độ và trách nhiệm ở đâu ?",NEGATIVE,0.999556839466095,1,2022-01-12 12:01,vi,google_map
John Kelaiditis,"Went there after reading tripadvisor ratings but when we saw the place ran away imediately. Through a motorbike parking, up the stairs to the first floor down a corridor with several doors there was a room with some tables. 2 persons were …",NEGATIVE,0.9982176423072815,1,2020-03-11 12:01,en,google_map
Lukas,"Good quality, great service, I'll be back.",POSITIVE,0.9998212456703186,5,2022-12-14 12:01,en,google_map
Huong Nguyen (vnnvanhuong),"giá hơi cao nhưng mình là người rất thích ăn món ăn của poke, vừa thú vị, vừa ngon, và healthy",POSITIVE,0.9998575448989868,5,2022-12-14 12:01,vi,google_map
Shanie Nguyen,Dịch vụ tốt. Đồ ăn ngon,POSITIVE,0.9998747110366821,5,2023-08-23 12:01,vi,google_map
Ngân Hà,"Quá ngon, cá tươi",POSITIVE,0.9989545345306396,5,2023-10-18 12:01,vi,google_map
Daisy,"Absolutely delicious!! The food is super fresh and the staff are delightful. I got a veggie bowl for 120,000 and they refilled my rice too.",POSITIVE,0.9998730421066284,5,2021-02-10 12:01,en,google_map
Như Ngọc Nguyễn,"đồ ăn tươi và ngon, các bạn nhân viên phục rất nhiệt tình",POSITIVE,0.9998936653137207,5,2022-12-14 12:01,vi,google_map
Karry Nu,"Fresh, healthy.",POSITIVE,0.9998660087585449,5,2023-07-26 12:01,en,google_map
Kaila McWilliams,"great price, fantastic staff, absolutely loved this little place",POSITIVE,0.9998874664306641,5,2023-05-31 12:01,en,google_map
Gia Quang Trần Như,Ngon hehe,POSITIVE,0.9494619369506836,5,2023-10-18 12:01,cy,google_map
John Jones,"Great food. However bowls are dirty which makes it worse since its wood that asorbs bacteria. The people cleaning it wash it for 4 seconds thats it. Not real cleaning. Dirty... and bowl comes wet with tap water. However, food was very good! Thats why i give it 4 stars. Step your cleanning game up please! Wont be back for this reason.",NEGATIVE,0.5281108021736145,4,2021-02-10 12:01,en,google_map
Linh Mai,The best salad place in Saigon,POSITIVE,0.999679684638977,5,2023-11-09 12:01,en,google_map
Zala Opara,Delicious hidden spot on the edge of the old town.,POSITIVE,0.9998674392700195,5,2023-04-05 12:01,en,google_map
Tonny Tran,"A good bowl of Poke. Delicious, fresh, fully filled bowl. Would go again!",POSITIVE,0.999879002571106,5,2019-04-10 12:01,en,google_map
George Steward,"Nguyên liệu tươi, nhiều gia vị và sốt; ăn thay đổi không bị ngán. Best hideaway place, also.",POSITIVE,0.999600350856781,5,2022-12-14 12:01,vi,google_map
chris brunero,"Such an amazing little find just out of the main tourist attractions, a nice outdoor area to sit and get away from the horns of HCM streets. The food was delicious and good sized portions and the staff were incredible at walking me through …",POSITIVE,0.9998714923858643,5,2020-03-11 12:01,en,google_map
Rica Rodriguez,"Cozy place and great value for money, friendly staff too!",POSITIVE,0.99982750415802,5,2021-02-10 12:02,en,google_map
